# AMC Theatres venue map — our flicks.us venue slug -> AMC's own market/theatre slugs.
# GENERATED by data/us/scripts/generate_amc_map.py from AMC's own GraphQL roster
# (viewer.theatres, 523 theatres) joined to data/us/venues.json by coordinates.
# A row exists only where the join was VERIFIED: the AMC theatre is our venue's
# nearest, and either the normalised names agree or it is within 1km with an
# agreeing ZIP. 519 of our 532 AMC venues matched; the 13 that did not are listed
# at the foot of this file and stay on the flicks.us aggregator.
#
# flicksSlug	amcMarketSlug	amcTheatreSlug	theatreId	ourTitle	amcName	rule	km
amc-19th-st-east-6	new-york-city	amc-19th-st-east-6	2112	AMC 19th St. East 6	AMC 19th St. East 6	name+geo	0.03
amc-309-cinema-9-north-wales	philadelphia	amc-309-cinema-9	670	AMC 309 Cinema 9 North Wales	AMC 309 Cinema 9	geo<=1km+zip	0.17
amc-34th-street-14	new-york-city	amc-34th-street-14	2120	AMC 34th Street 14	AMC 34th Street 14	name+geo	0.02
amc-600-north-michigan-9	chicago	amc-600-north-michigan-9	2565	AMC 600 North Michigan 9	AMC 600 North Michigan 9	name+geo	0.04
amc-84th-street-6	new-york-city	amc-84th-street-6	2102	AMC 84th Street 6	AMC 84th Street 6	name+geo	0.02
amc-9co-10-denver	denver	amc-9-co-10	54	AMC 9+CO 10 Denver	AMC 9+CO 10	geo<=1km+zip	0.04
amc-academy-8-greenbelt	washington-d-c	amc-academy-8	365	AMC Academy 8 Greenbelt	AMC Academy 8	geo<=1km+zip	0.2
amc-ahwatukee-24	phoenix	amc-ahwatukee-24	94	AMC Ahwatukee 24	AMC Ahwatukee 24	name+geo	0.07
amc-alderwood-mall-16-lynnwood	seattle-tacoma	amc-alderwood-mall-16	2629	AMC Alderwood Mall 16 Lynnwood	AMC Alderwood Mall 16	geo<=1km+zip	0.03
amc-allegany-8	buffalo	amc-allegany-8	4360	AMC Allegany 8	AMC Allegany 8	name+geo	0.0
amc-altamonte-mall-18	orlando-daytona-beach	amc-altamonte-mall-18	283	AMC Altamonte Mall 18	AMC Altamonte Mall 18	name+geo	0.12
amc-americana-at-brand-18	los-angeles	amc-the-americana-at-brand-18	451	AMC Americana at Brand 18	AMC The Americana at Brand 18	geo<=1km+zip	0.23
amc-anaheim-gardenwalk-6	los-angeles	amc-anaheim-gardenwalk-6	211	AMC Anaheim GardenWalk 6	AMC Anaheim GardenWalk 6	name+geo	0.05
amc-anderson-towne-center-9	cincinnati	amc-anderson-towne-center-9	4375	AMC Anderson Towne Center 9	AMC Anderson Towne Center 9	name+geo	0.02
amc-annapolis-mall-11	baltimore	amc-annapolis-mall-11	633	AMC Annapolis Mall 11	AMC Annapolis Mall 11	name+geo	0.14
amc-antioch-8	nashville-tn	amc-antioch-8	4469	AMC Antioch 8	AMC Antioch 8	name+geo	0.0
amc-arapahoe-crossing-16	denver	amc-arapahoe-crossing-16	6054	AMC Arapahoe Crossing 16	AMC Arapahoe Crossing 16	name+geo	0.03
amc-arizona-center-14	phoenix	amc-arizona-center-24	127	AMC Arizona Center 14	AMC Arizona Center 24	geo<=1km+zip	0.01
amc-arrowhead-14	phoenix	amc-arrowhead-14	128	AMC Arrowhead 14	AMC Arrowhead 14	name+geo	0.02
amc-assembly-row-12	boston	amc-assembly-row-12	504	AMC Assembly Row 12	AMC Assembly Row 12	name+geo	0.08
amc-at-citywalk-hollywood	los-angeles	universal-cinema-an-amc-theatre	2416	AMC at CityWalk Hollywood	Universal Cinema - an AMC Theatre	geo<=1km+zip	0.1
amc-atlantic-times-square-14	los-angeles	amc-atlantic-times-square-14	2414	AMC Atlantic Times Square 14	AMC Atlantic Times Square 14	name+geo	0.05
amc-aventura-24	miami-ft-lauderdale	amc-aventura-24	588	AMC Aventura 24	AMC Aventura 24	name+geo	0.15
amc-avenue-16-melbourne	orlando-daytona-beach	amc-avenue-16	4174	AMC Avenue 16 Melbourne	AMC Avenue 16	geo<=1km+zip	0.11
amc-avenue-forsyth-12	atlanta	amc-avenue-forsyth-12	404	AMC Avenue Forsyth 12	AMC Avenue Forsyth 12	name+geo	0.29
amc-aviation-12-linden	linden	amc-aviation-12	2249	AMC Aviation 12	AMC Aviation 12	name+geo	0.17
amc-bakersfield-6	bakersfield	amc-bakersfield-6	755	AMC Bakersfield 6	AMC Bakersfield 6	name+geo	0.01
amc-barrett-commons-24	atlanta	amc-barrett-commons-24	417	AMC Barrett Commons 24	AMC Barrett Commons 24	name+geo	0.02
amc-barrywoods-24	kansas-city	amc-barrywoods-24	118	AMC Barrywoods 24	AMC Barrywoods 24	name+geo	0.04
amc-baton-rouge-16	baton-rouge	amc-baton-rouge-16	463	AMC Baton Rouge 16	AMC Baton Rouge 16	name+geo	0.03
amc-bay-plaza-13-bronx	new-york-city	amc-bay-plaza-cinema-13	866	AMC Bay Plaza 13 Bronx	AMC Bay Plaza Cinema 13	geo<=1km+zip	0.0
amc-bay-street-16-emeryville	oakland	amc-bay-street-16	215	AMC Bay Street 16 Emeryville	AMC Bay Street 16	geo<=1km+zip	0.0
amc-bay-terrace-6	new-york-city	amc-bay-terrace-6	2130	AMC Bay Terrace 6	AMC Bay Terrace 6	name+geo	0.12
amc-bayou-15-pensacola	pensacola-mobile	amc-bayou-15	4180	AMC Bayou 15 Pensacola	AMC Bayou 15	geo<=1km+zip	0.04
amc-bellevue-12-nashville	nashville-tn	amc-bellevue-12	4472	AMC Bellevue 12 Nashville	AMC Bellevue 12	geo<=1km+zip	0.0
amc-birchwood-10	detroit	amc-birchwood-10	4275	AMC Birchwood 10	AMC Birchwood 10	name+geo	0.31
amc-boston-common-19	boston	amc-boston-common-19	2657	AMC Boston Common 19	AMC Boston Common 19	name+geo	0.02
amc-bowles-crossing-12	denver	amc-bowles-crossing-12	6530	AMC Bowles Crossing 12	AMC Bowles Crossing 12	name+geo	0.05
amc-bradenton-20	tampa-st-petersburg	amc-bradenton-20	4170	AMC Bradenton 20	AMC Bradenton 20	name+geo	0.1
amc-braintree-cinema-10	boston	amc-braintree-10	813	AMC Braintree Cinema 10	AMC Braintree 10	geo<=1km+zip	0.01
amc-brentwood-14	oakland	amc-brentwood-14	469	AMC Brentwood 14	AMC Brentwood 14	name+geo	0.03
amc-brick-plaza-10	brick	amc-brick-plaza-10	2219	AMC Brick Plaza 10	AMC Brick Plaza 10	name+geo	0.06
amc-brighton-12	denver	amc-brighton-12	6096	AMC Brighton 12	AMC Brighton 12	name+geo	0.18
amc-broadstreet-7-philadelphia	philadelphia	amc-broadstreet-7	597	AMC Broadstreet 7 Philadelphia	AMC Broadstreet 7	geo<=1km+zip	0.08
amc-brunswick-square-13	east-brunswick	amc-brunswick-square-13	738	AMC Brunswick Square 13	AMC Brunswick Square 13	name+geo	0.24
amc-burbank-16	los-angeles	amc-burbank-16	218	AMC Burbank 16	AMC Burbank 16	name+geo	0.04
amc-burbank-town-center-6	los-angeles	amc-burbank-town-center-6	442	AMC Burbank Town Center 6	AMC Burbank Town Center 6	name+geo	0.08
amc-burbank-town-center-8	los-angeles	amc-burbank-town-center-8	209	AMC Burbank Town Center 8	AMC Burbank Town Center 8	name+geo	0.02
amc-burleson-14	dallas-ft-worth	amc-burleson-14	167	AMC Burleson 14	AMC Burleson 14	name+geo	0.02
amc-burlington-10	boston	amc-burlington-cinema-10	814	AMC Burlington 10	AMC Burlington Cinema 10	geo<=1km+zip	0.17
amc-camp-creek-14	atlanta	amc-camp-creek-14	4203	AMC Camp Creek 14	AMC Camp Creek 14	name+geo	0.08
amc-carolina-pavilions-22	charlotte	amc-carolina-pavilion-22	681	AMC Carolina Pavilions 22	AMC Carolina Pavilion 22	geo<=1km+zip	0.06
amc-cascade-mall-14	seattle-tacoma	amc-classic-cascade-mall-14	2448	AMC Cascade Mall 14	AMC CLASSIC Cascade Mall 14	name+geo	0.3
amc-castle-rock-12	denver	amc-castle-rock-12	6127	AMC Castle Rock 12	AMC Castle Rock 12	name+geo	0.01
amc-castleton-indianapolis-14	indianapolis	amc-castleton-square-14	849	AMC Castleton Indianapolis 14	AMC Castleton Square 14	geo<=1km+zip	0.16
amc-causeway-13-boston	boston	amc-causeway-13	503	AMC Causeway 13 Boston	AMC Causeway 13	geo<=1km+zip	0.11
amc-center-park-8-beltsville	washington-d-c	amc-center-park-8	2816	AMC Center Park 8 Beltsville	AMC Center Park 8	geo<=1km+zip	0.09
amc-center-valley-16	philadelphia	amc-center-valley-16	4401	AMC Center Valley 16	AMC Center Valley 16	name+geo	0.12
amc-centerpoint-11-tempe	phoenix	amc-centerpoint-11	98	AMC Centerpoint 11 Tempe	AMC Centerpoint 11	geo<=1km+zip	0.04
amc-century-city-15	los-angeles	amc-century-city-15	245	AMC Century City 15	AMC Century City 15	name+geo	0.16
amc-champaign-13	springfield-il	amc-champaign-13	4241	AMC Champaign 13	AMC Champaign 13	name+geo	0.06
amc-chapel-hills-13	colorado-springs-co	amc-chapel-hills-13	4150	AMC Chapel Hills 13	AMC Chapel Hills 13	name+geo	0.57
amc-chattanooga-18	chattanooga-tn	amc-chattanooga-18	4450	AMC Chattanooga 18	AMC Chattanooga 18	name+geo	0.04
amc-chenal-9	little-rock-ar	amc-chenal-9	459	AMC Chenal 9	AMC Chenal 9	name+geo	0.01
amc-cherry-blossom-14	traverse-city-mi	amc-cherry-blossom-14	4279	AMC Cherry Blossom 14	AMC Cherry Blossom 14	name+geo	0.14
amc-cherry-hill-24	philadelphia	amc-cherry-hill-24	2194	AMC Cherry Hill 24	AMC Cherry Hill 24	name+geo	0.28
amc-chicago-ridge-6	chicago	amc-chicago-ridge-6	2539	AMC Chicago Ridge 6	AMC Chicago Ridge 6	name+geo	0.07
amc-chula-vista-10	san-diego	amc-chula-vista-10	454	AMC Chula Vista 10	AMC Chula Vista 10	name+geo	0.29
amc-cicero-14	chicago	amc-cicero-14	6149	AMC Cicero 14	AMC Cicero 14	name+geo	0.04
amc-classic-albany-16	albany-ga	amc-classic-albany-16	4200	AMC CLASSIC Albany 16	AMC CLASSIC Albany 16	name+geo	0.12
amc-classic-albuquerque-12	albuquerque-nm	amc-albuquerque-12	4350	AMC CLASSIC Albuquerque 12	AMC Albuquerque 12	name+geo	0.34
amc-classic-altoona-12	altoona-pa	amc-altoona-12	4402	AMC CLASSIC Altoona 12	AMC Altoona 12	name+geo	0.55
amc-classic-apple-blossom-12	washington-d-c	amc-apple-blossom-12	4513	AMC CLASSIC Apple Blossom 12	AMC Apple Blossom 12	name+geo	0.03
amc-classic-ardmore-8	sherman-tx	amc-classic-ardmore-8	4380	AMC CLASSIC Ardmore 8	AMC CLASSIC Ardmore 8	name+geo	0.12
amc-classic-battlefield-10	chattanooga-tn	amc-classic-battlefield-10	4213	AMC CLASSIC Battlefield 10	AMC CLASSIC Battlefield 10	name+geo	0.14
amc-classic-bethlehem-12	atlanta	amc-bethlehem-12	4224	AMC CLASSIC Bethlehem 12	AMC Bethlehem 12	name+geo	0.07
amc-classic-billings-10	billings-mt	amc-classic-billings-10	4291	AMC CLASSIC Billings 10	AMC CLASSIC Billings 10	name+geo	0.11
amc-classic-bloomington-12	bloomington-in	amc-classic-bloomington-12	6081	AMC CLASSIC Bloomington 12	AMC CLASSIC Bloomington 12	name+geo	0.21
amc-classic-bloomsburg-11	wilkes-barre-pa	amc-classic-bloomsburg-11	4405	AMC CLASSIC Bloomsburg 11	AMC CLASSIC Bloomsburg 11	name+geo	0.15
amc-classic-boerne-11	san-antonio	amc-boerne-11	751	AMC CLASSIC Boerne 11	AMC Boerne 11	name+geo	0.2
amc-classic-boulevard-10	miramar-beach-fl	amc-boulevard-10	4184	AMC CLASSIC Boulevard 10	AMC Boulevard 10	name+geo	0.01
amc-classic-bradley-square-12	chattanooga-tn	amc-bradley-square-12	4454	AMC CLASSIC Bradley Square 12	AMC Bradley Square 12	name+geo	0.04
amc-classic-brazos-mall-14	houston	amc-classic-brazos-mall-14	750	AMC CLASSIC Brazos Mall 14	AMC CLASSIC Brazos Mall 14	name+geo	0.07
amc-classic-camp-hill-12	harrisburg-pa	amc-camp-hill-12	4406	AMC CLASSIC Camp Hill 12	AMC Camp Hill 12	name+geo	0.05
amc-classic-cartersville-12	atlanta	amc-classic-cartersville-12	4205	AMC CLASSIC Cartersville 12	AMC CLASSIC Cartersville 12	name+geo	0.01
amc-classic-chantilly-13	montgomery	amc-chantilly-13	4115	AMC CLASSIC Chantilly 13	AMC Chantilly 13	name+geo	0.01
amc-classic-college-square-12	knoxville-tn	amc-classic-college-square-12	4465	AMC CLASSIC College Square 12	AMC CLASSIC College Square 12	name+geo	0.25
amc-classic-columbus-park-15	columbus-ga	amc-columbus-park-15	4206	AMC CLASSIC Columbus Park 15	AMC Columbus Park 15	name+geo	0.76
amc-classic-corvallis-12	eugene-or	amc-classic-corvallis-12	4395	AMC CLASSIC Corvallis 12	AMC CLASSIC Corvallis 12	name+geo	0.04
amc-classic-crawfordsville-8	indianapolis	amc-classic-crawfordsville-8	4255	AMC CLASSIC Crawfordsville 8	AMC CLASSIC Crawfordsville 8	name+geo	0.05
amc-classic-decatur-10	springfield-il	amc-classic-decatur-10	4243	AMC CLASSIC Decatur 10	AMC CLASSIC Decatur 10	name+geo	0.04
amc-classic-decatur-12	huntsville-al	amc-decatur-12	4108	AMC CLASSIC Decatur 12	AMC Decatur 12	name+geo	0.05
amc-classic-desert-star-15	lake-delton	amc-classic-desert-star-15	6496	AMC CLASSIC Desert Star 15	AMC CLASSIC Desert Star 15	name+geo	0.24
amc-classic-dothan-6	dothan-al	amc-classic-dothan-6	4110	AMC CLASSIC Dothan 6	AMC CLASSIC Dothan 6	name+geo	0.43
amc-classic-dothan-pavillion-12	dothan-al	amc-classic-dothan-pavilion-12	4109	AMC CLASSIC Dothan Pavillion 12	AMC CLASSIC Dothan Pavilion 12	geo<=1km+zip	0.29
amc-classic-dubuque-14	dubuque	amc-classic-dubuque-14	6235	AMC CLASSIC Dubuque 14	AMC CLASSIC Dubuque 14	name+geo	0.06
amc-classic-findlay-12	toledo-oh	amc-classic-findlay-12	4371	AMC CLASSIC Findlay 12	AMC CLASSIC Findlay 12	name+geo	0.04
amc-classic-florence-12	huntsville-al	amc-classic-florence-12	4111	AMC CLASSIC Florence 12	AMC CLASSIC Florence 12	name+geo	0.34
amc-classic-foothills-12	knoxville-tn	amc-foothills-12	4464	AMC CLASSIC Foothills 12	AMC Foothills 12	name+geo	1.09
amc-classic-forney-12	dallas-ft-worth	amc-classic-forney-12	746	AMC CLASSIC Forney 12	AMC CLASSIC Forney 12	name+geo	0.86
amc-classic-fort-collins-10	denver	amc-fort-collins-10	4152	AMC CLASSIC Fort Collins 10	AMC Fort Collins 10	name+geo	0.04
amc-classic-galesburg-8	galesburg	amc-classic-galesburg-8	6321	AMC CLASSIC Galesburg 8	AMC CLASSIC Galesburg 8	name+geo	0.18
amc-classic-grand-prairie-18	peoria	amc-grand-prairie-18	4247	AMC CLASSIC Grand Prairie 18	AMC Grand Prairie 18	name+geo	0.05
amc-classic-great-falls-10	great-falls-mt	amc-classic-great-falls-10	4293	AMC CLASSIC Great Falls 10	AMC CLASSIC Great Falls 10	name+geo	0.19
amc-classic-hamilton-8	cincinnati	amc-classic-hamilton-8	6352	AMC CLASSIC Hamilton 8	AMC CLASSIC Hamilton 8	name+geo	4.05
amc-classic-hampden-8	harrisburg-pa	amc-classic-hampden-8	4412	AMC CLASSIC Hampden 8	AMC CLASSIC Hampden 8	name+geo	5.6
amc-classic-havelock-6	greenville-nc	amc-classic-havelock-6	4307	AMC CLASSIC Havelock 6	AMC CLASSIC Havelock 6	name+geo	0.03
amc-classic-highland-12	nashville-tn	amc-highland-12	4455	AMC CLASSIC Highland 12	AMC Highland 12	name+geo	0.05
amc-classic-hobart-12	gary	amc-classic-hobart-12	6375	AMC CLASSIC Hobart 12	AMC CLASSIC Hobart 12	name+geo	0.01
amc-classic-jacksonville-16	greenville-nc	amc-classic-jacksonville-16	4310	AMC CLASSIC Jacksonville 16	AMC CLASSIC Jacksonville 16	name+geo	0.04
amc-classic-jefferson-point-18	ft-wayne-in	amc-jefferson-point-18	4258	AMC CLASSIC Jefferson Point 18	AMC Jefferson Point 18	name+geo	0.05
amc-classic-johnson-creek-12	madison	amc-classic-johnson-creek-12	6445	AMC CLASSIC Johnson Creek 12	AMC CLASSIC Johnson Creek 12	name+geo	0.06
amc-classic-jubilee-square-12	pensacola-mobile	amc-classic-jubilee-square-12	4107	AMC CLASSIC Jubilee Square 12	AMC CLASSIC Jubilee Square 12	name+geo	0.03
amc-classic-kalli-12	greenville-nc	amc-kalli-12	4311	AMC CLASSIC Kalli 12	AMC Kalli 12	name+geo	0.02
amc-classic-kennewick-12	yakima-wa	amc-classic-kennewick-12	4520	AMC CLASSIC Kennewick 12	AMC CLASSIC Kennewick 12	name+geo	0.01
amc-classic-kokomo-12	kokomo	amc-classic-kokomo-12	6483	AMC CLASSIC Kokomo 12	AMC CLASSIC Kokomo 12	name+geo	0.03
amc-classic-lagrange-10	atlanta	amc-classic-lagrange-10-georgia	4216	AMC CLASSIC LaGrange 10	AMC CLASSIC LaGrange 10 - Georgia	geo<=1km+zip	0.16
amc-classic-lisbon-12	hartford-new-haven	amc-classic-lisbon-12	4162	AMC CLASSIC Lisbon 12	AMC CLASSIC Lisbon 12	name+geo	0.45
amc-classic-ludington-8	traverse-city-mi	amc-classic-ludington-8	4277	AMC CLASSIC Ludington 8	AMC CLASSIC Ludington 8	name+geo	0.15
amc-classic-majestic-12	chattanooga-tn	amc-majestic-12	4451	AMC CLASSIC Majestic 12	AMC Majestic 12	name+geo	0.04
amc-classic-manitowoc-10	green-bay-wi	amc-classic-manitowoc-10	4532	AMC CLASSIC Manitowoc 10	AMC CLASSIC Manitowoc 10	name+geo	0.12
amc-classic-marktplatz-10	birmingham-al	amc-classic-marktplatz-10	4106	AMC CLASSIC Marktplatz 10	AMC CLASSIC Marktplatz 10	name+geo	0.02
amc-classic-michigan-city-14	gary	amc-classic-michigan-city-14	6623	AMC CLASSIC Michigan City 14	AMC CLASSIC Michigan City 14	name+geo	0.62
amc-classic-mounds-view-15	minneapolis-st-paul	amc-classic-mounds-view-15	4282	AMC CLASSIC Mounds View 15	AMC CLASSIC Mounds View 15	name+geo	0.01
amc-classic-mount-lebanon-6	pittsburgh	amc-classic-mount-lebanon-6	4415	AMC CLASSIC Mount Lebanon 6	AMC CLASSIC Mount Lebanon 6	name+geo	0.05
amc-classic-murfreesboro-16	nashville-tn	amc-classic-murfreesboro-16	4466	AMC CLASSIC Murfreesboro 16	AMC CLASSIC Murfreesboro 16	name+geo	0.04
amc-classic-myrtle-beach-12	myrtle-beach-sc	amc-classic-myrtle-beach-12	4436	AMC CLASSIC Myrtle Beach 12	AMC CLASSIC Myrtle Beach 12	name+geo	0.05
amc-classic-new-smyrna-12	orlando-daytona-beach	amc-classic-new-smyrna-12	4175	AMC CLASSIC New Smyrna 12	AMC CLASSIC New Smyrna 12	name+geo	0.01
amc-classic-normal-14	bloomington-il	amc-classic-normal-14	732	AMC CLASSIC Normal 14	AMC CLASSIC Normal 14	name+geo	0.05
amc-classic-northgate-14	chattanooga-tn	amc-northgate-14	4459	AMC CLASSIC Northgate 14	AMC Northgate 14	name+geo	0.04
amc-classic-owasso-12	tulsa	amc-classic-owasso-12	744	AMC CLASSIC Owasso 12	AMC CLASSIC Owasso 12	name+geo	0.15
amc-classic-palm-harbor-10	tampa-st-petersburg	amc-classic-palm-harbor-10	4176	AMC Classic Palm Harbor 10	AMC CLASSIC Palm Harbor 10	name+geo	0.03
amc-classic-patriot-13	wichita-falls-tx	amc-patriot-13	4383	AMC CLASSIC Patriot 13	AMC Patriot 13	name+geo	0.48
amc-classic-pensacola-18	pensacola-mobile	amc-classic-pensacola-18	4179	AMC CLASSIC Pensacola 18	AMC CLASSIC Pensacola 18	name+geo	0.19
amc-classic-pine-ridge-11	idaho-falls-id	amc-classic-pine-ridge-11	4236	AMC CLASSIC Pine Ridge 11	AMC CLASSIC Pine Ridge 11	name+geo	0.0
amc-classic-poplar-bluff-8	poplar-bluff	amc-classic-poplar-bluff-8	6762	AMC CLASSIC Poplar Bluff 8	AMC CLASSIC Poplar Bluff 8	name+geo	0.02
amc-classic-pottsgrove-12	philadelphia	amc-pottsgrove-12	4416	AMC CLASSIC Pottsgrove 12	AMC Pottsgrove 12	name+geo	0.01
amc-classic-prattville-12	montgomery	amc-classic-prattville-12	4118	AMC CLASSIC Prattville 12	AMC CLASSIC Prattville 12	name+geo	0.02
amc-classic-quincy-6	quincy	amc-classic-quincy-6	6802	AMC CLASSIC Quincy 6	AMC CLASSIC Quincy 6	name+geo	0.01
amc-classic-rapid-city-10	rapid-city-sd	amc-classic-rapid-city-10	4441	AMC CLASSIC Rapid City 10	AMC CLASSIC Rapid City 10	name+geo	0.03
amc-classic-richmond-11	muncie-richmond	amc-classic-richmond-11	6821	AMC CLASSIC Richmond 11	AMC CLASSIC Richmond 11	name+geo	0.04
amc-classic-rio-grande-10	brownsville	amc-classic-rio-grande-10	749	AMC CLASSIC Rio Grande 10	AMC CLASSIC Rio Grande 10	name+geo	0.38
amc-classic-ritz-13	columbus-ga	amc-ritz-13	4207	AMC CLASSIC Ritz 13	AMC Ritz 13	name+geo	0.08
amc-classic-riverstone-15	atlanta	amc-classic-riverstone-15	4204	AMC CLASSIC Riverstone 15	AMC CLASSIC Riverstone 15	name+geo	0.04
amc-classic-roanoke-10	roanoke-va	amc-classic-roanoke-10	4511	AMC CLASSIC Roanoke 10	AMC CLASSIC Roanoke 10	name+geo	0.02
amc-classic-sauk-valley-8	rockford	amc-classic-sauk-valley-8	4250	AMC CLASSIC Sauk Valley 8	AMC CLASSIC Sauk Valley 8	name+geo	0.15
amc-classic-savannah-11	savannah-ga	amc-classic-savannah-11	4219	AMC CLASSIC Savannah 11	AMC CLASSIC Savannah 11	name+geo	0.15
amc-classic-selinsgrove-12	wilkes-barre-pa	amc-classic-selinsgrove-12	4419	AMC CLASSIC Selinsgrove 12	AMC CLASSIC Selinsgrove 12	name+geo	0.96
amc-classic-shelby-10	charlotte	amc-classic-shelby-10	4316	AMC CLASSIC Shelby 10	AMC CLASSIC Shelby 10	name+geo	0.08
amc-classic-shiloh-14	billings-mt	amc-shiloh-14	4290	AMC CLASSIC Shiloh 14	AMC Shiloh 14	name+geo	0.04
amc-classic-spring-hill-12	nashville-tn	amc-spring-hill-12	4470	AMC CLASSIC Spring Hill 12	AMC Spring Hill 12	name+geo	0.24
amc-classic-statesboro-12	savannah-ga	amc-classic-statesboro-12	4222	AMC CLASSIC Statesboro 12	AMC CLASSIC Statesboro 12	name+geo	0.0
amc-classic-sunnyland-10	peoria	amc-classic-sunnyland-10	4251	AMC CLASSIC Sunnyland 10	AMC CLASSIC Sunnyland 10	name+geo	0.02
amc-classic-terre-haute-12	terre-haute	amc-classic-terre-haute-12	6942	AMC CLASSIC Terre Haute 12	AMC CLASSIC Terre Haute 12	name+geo	0.25
amc-classic-tiger-13	columbus-ga	amc-tiger-13	4116	AMC CLASSIC Tiger 13	AMC Tiger 13	name+geo	0.98
amc-classic-tulsa-hills-12	tulsa	amc-tulsa-hills-12	4391	AMC CLASSIC Tulsa Hills 12	AMC Tulsa Hills 12	name+geo	0.15
amc-classic-tyler-14	tyler-tx	amc-tyler-14	4490	AMC CLASSIC Tyler 14	AMC Tyler 14	name+geo	0.07
amc-classic-vincennes-8	evansville	amc-classic-vincennes-8	6963	AMC CLASSIC Vincennes 8	AMC CLASSIC Vincennes 8	name+geo	0.0
amc-classic-walnut-square-12	chattanooga-tn	amc-classic-walnut-square-12	4211	AMC CLASSIC Walnut Square 12	AMC CLASSIC Walnut Square 12	name+geo	0.6
amc-classic-west-melbourne-12	orlando-daytona-beach	amc-west-melbourne-12	4189	AMC CLASSIC West Melbourne 12	AMC West Melbourne 12	name+geo	0.23
amc-classic-westroads-14	omaha	amc-westroads-14	468	AMC CLASSIC Westroads 14	AMC Westroads 14	name+geo	0.08
amc-classic-wharf-15	pensacola-mobile	amc-classic-wharf-15	4117	AMC CLASSIC Wharf 15	AMC CLASSIC Wharf 15	name+geo	0.08
amc-classic-williamsport-11	wilkes-barre-pa	amc-classic-williamsport-11	4421	AMC CLASSIC Williamsport 11	AMC CLASSIC Williamsport 11	name+geo	0.06
amc-classic-yulee-10	jacksonville	amc-yulee-10	4191	AMC CLASSIC Yulee 10	AMC Yulee 10	name+geo	0.21
amc-clearfork-8	dallas-ft-worth	amc-dine-in-clearfork-8	259	AMC Clearfork 8	AMC DINE-IN Clearfork 8	name+geo	0.1
amc-clearview-palace-12	new-orleans	amc-dine-in-clearview-palace-12	486	AMC Clearview Palace 12	AMC DINE-IN Clearview Palace 12	name+geo	0.36
amc-clifton-commons-16	clifton	amc-clifton-commons-16	865	AMC Clifton Commons 16	AMC Clifton Commons 16	name+geo	0.02
amc-colonial-lawrenceville-18	atlanta	amc-colonial-18	411	AMC Colonial Lawrenceville 18	AMC Colonial 18	geo<=1km+zip	0.04
amc-columbia-maryland-14	baltimore	amc-columbia-14	349	AMC Columbia Maryland 14	AMC Columbia 14	geo<=1km+zip	0.34
amc-columbus-10	columbus	amc-columbus-10	741	AMC Columbus 10	AMC Columbus 10	name+geo	0.0
amc-concord-mills-24	charlotte	amc-concord-mills-24	683	AMC Concord Mills 24	AMC Concord Mills 24	name+geo	0.0
amc-conyers-crossing-16	atlanta	amc-conyers-crossing-16	4209	AMC Conyers Crossing 16	AMC Conyers Crossing 16	name+geo	0.05
amc-coon-rapids-16	minneapolis-st-paul	amc-coon-rapids-16	6181	AMC Coon Rapids 16	AMC Coon Rapids 16	name+geo	0.03
amc-corpus-christi-16	corpus-christi	amc-classic-corpus-christi-16	745	AMC Corpus Christi 16	AMC CLASSIC Corpus Christi 16	name+geo	0.03
amc-council-bluffs-17	omaha	amc-council-bluffs-17	6195	AMC Council Bluffs 17	AMC Council Bluffs 17	name+geo	0.04
amc-courthouse-plaza-8	washington-d-c	amc-courthouse-plaza-8	362	AMC Courthouse Plaza 8	AMC Courthouse Plaza 8	name+geo	0.02
amc-covina-17	los-angeles	amc-covina-17	239	AMC Covina 17	AMC Covina 17	name+geo	0.01
amc-crestwood-18	chicago	amc-crestwood-18	2520	AMC Crestwood 18	AMC Crestwood 18	name+geo	0.0
amc-creve-coeur-12	st-louis	amc-creve-coeur-12	104	AMC Creve Coeur 12	AMC Creve Coeur 12	name+geo	0.0
amc-crystal-run-16-middletown	middletown	amc-crystal-run-16	2744	AMC Crystal Run 16 Middletown	AMC Crystal Run 16	geo<=1km+zip	0.16
amc-dakota-square-9	minot-nd	amc-dakota-square-9	4328	AMC Dakota Square 9	AMC Dakota Square 9	name+geo	0.39
amc-danbury-16	danbury	amc-danbury-16	2620	AMC Danbury 16	AMC Danbury 16	name+geo	0.03
amc-dartmouth-mall-11	boston	amc-dartmouth-mall-11	876	AMC Dartmouth Mall 11	AMC Dartmouth Mall 11	name+geo	0.76
amc-deer-valley-17	phoenix	amc-deer-valley-17	102	AMC Deer Valley 17	AMC Deer Valley 17	name+geo	0.52
amc-deerbrook-24	houston	amc-deerbrook-24	179	AMC Deerbrook 24	AMC Deerbrook 24	name+geo	0.12
amc-del-amo-torrance-18	los-angeles	amc-del-amo-18	421	AMC Del Amo Torrance 18	AMC Del Amo 18	geo<=1km+zip	0.08
amc-deptford-8	philadelphia	amc-deptford-8	72	AMC Deptford 8	AMC Deptford 8	name+geo	0.05
amc-destin-commons-14	destin	amc-destin-commons-14	462	AMC Destin Commons 14	AMC Destin Commons 14	name+geo	0.04
amc-dine-in-berkshire-8	philadelphia	amc-dine-in-berkshire-8	599	AMC DINE-IN Berkshire 8	AMC DINE-IN Berkshire 8	name+geo	0.02
